"YearBCE","Sites","SPD"
-2253,153,0.1392514768
-2252,153,0.1392910265
-2251,153,0.1393426344
-2250,153,0.1393273364
-2249,153,0.1392435121
-2248,153,0.1390892267
-2247,153,0.1388626415
-2246,153,0.1385620051
-2245,153,0.1382123048
-2244,153,0.1378157804
-2243,153,0.1373741232
-2242,153,0.1368886958
-2241,153,0.1363609163
-2240,153,0.1358534679
-2239,153,0.1353683728
-2238,153,0.1349077485
-2237,153,0.134473819
-2236,153,0.1340689274
-2235,153,0.1337762095
-2234,153,0.1335985673
-2233,153,0.1335402045
-2232,153,0.1336057073
-2231,153,0.1338000312
-2230,153,0.1341580216
-2229,153,0.1346970382
-2228,153,0.135434577
-2227,153,0.1363887357
-2226,153,0.1375758275
-2225,153,0.1390227672
-2224,153,0.1407386115
-2223,153,0.142730902
-2222,153,0.1450054259
-2221,153,0.1475655413
-2220,153,0.1503049612
-2219,153,0.1532224487
-2218,153,0.1563163655
-2217,153,0.1595821584
-2216,153,0.1630138811
-2215,153,0.1665016055
-2214,153,0.17004445
-2213,153,0.1736421006
-2212,153,0.1772933802
-2211,153,0.1809974887
-2210,153,0.184649491
-2209,153,0.1882473363
-2208,153,0.1917886893
-2207,153,0.1952713383
-2206,153,0.1986927747
-2205,153,0.2019751884
-2204,153,0.2051113023
-2203,153,0.2080946834
-2202,153,0.2109189273
-2201,153,0.2135785278
-2200,153,0.2161999722
